content,score,upvotes
salam hansı marketlər də keçərlidir,5,0
salam 3 gündü yükləməyə çalışıram yuklenmir nedendir,5,0
kartın balansı görünmür,5,0
təşəkkür,5,4
super ela hec belesi olmamisdi,5,0
çox bisdi çox lükləməyin,1,0
süper proqramdır ,4,0
super tetbiqq,5,0
çooox əla,5,0
başqa kartlar kimi mağaza alış veriş indi 5 olsa lap ela olar,5,0
əla,4,0
çox əla proqramdır,5,1
yaxşı proqramdı,1,0
salam verdiyiniz butun meqabaytlari gecelere şamil etmeyin normal insanlar geceler yatir menim neyime lazimdir gece meqabayt falan,4,1
əla,5,0
bu tətbiq açılana qədər ömrümün yarısı gedir xəta baş verir xidmət çalışmır halbuki 10 dəqiq tez tez edirəm işləyir buda vaxtımızı alır xahiş edirəm düzəliş edin,1,10
ekrandan itib tətbiq play market də də sil var başqa hecne,1,0
yükləmək olmur çox pis ,1,0
tap az lalafodan çox yaxşıdı tap azda oyun akkauntları elan etmək olur lalafoda yox,5,24
salam mən bu tətbiqi yüklıyirəm amma məndə açılmır qara səhifə olur,2,0
proqramda problem var işləmir,1,1
burnuvuzdan gelsin haqqıma girib konturumudaa yeyirsiz operator xidmetinde baqlamısız onlayın çatıda elaqe saxıamaq olmir 1 uıduzda füşmür size,1,0
tap az mənim üçün çox yaxşı  sayıtdır  istədiyim malı sata və ala bilirəm,4,0
çox pis yenilenmeden sonra açilmir,1,0
cox gozel,5,0
yaxşı,4,0
zibil kimi işləyir proqrama daxil olmaq olmur kankret olaraq proqram ,1,98
cox rahat ve serfeli yalniz bank xidmetleri de olsa odeniwcun daha da gozel olardi,5,0
qeydiyyatdan keçmişəm qr koddanyenə işləmir həmin şey istəyir,2,0
hacıqabul filialında yükləndi,5,0
yaxşidi,1,0
çox sağolun eladır praqram,5,0
gözəl,5,0
şirkətlərə baxilmir 1qiymetde coxdu bulara kartimdan pul tutuldu qaytarilmadi dəlduzluq etdi suruculeri yende sikeyətimi bildirdim baxilmadi yarimciq vəsait odelildi ve baxlmadi tam olaraq pulum qayitmadi,1,0
qiymetler cox bahadir,1,2
paypall ilə balans artırma olsa super olar,1,1
sevirem bir bankı tekdi yekdi,5,0
əla,5,0
yaxsi,5,0
əla,5,0
bu praqrami duzelden praqramistin daw duwsun bawina iki saat ellewdim qeydiyatdan kecmedi delixanadir varsada yoxsada 1 bank sade anlawilan bawa duwulen yoxsa bunun ki muwterisen ya yox nebilim devenin nali muwteri deyilemse ne itim azib ki bunu yukluyurem ve istifade etmey istyrem hec duwunen olub bunu,1,0
əla,5,1
çox gözəl proqramdır,5,0
gozel,5,2
çox faydalı proqramdır,5,0
fuzuli filialnda samiq muellim yukledi cox sagholsun,5,0
super əlverişli proqramdır,5,0
yaxşıdı amma spidometr oldaydı super olardı,5,1
əla,5,0
könüllü,5,0
sizin hazirladiginiz programa tupurum ne vaxt girirem program cavab vermir ve ya temir gedir karta pul qoyulur girib baxiram balans 0 gosterir 3 gun pul yoxdu deye işim sarvat oldu halbuki pul qoyulubmuş karta bu programin duzgun işlememesi sebebinden her defe problem yaşayiram ya bunu hell edin ya da programi umumiyyetle aradan qaldirin,2,0
bəyəndim,5,0
"xanimlar daha ne istiyirsinizpraqrami teskilatcilarina 
tesekkurlerrrrrrrrrrf",5,0
əla,5,0
yaxşıdı,4,0
yaxşı di yox beyendim,5,0
əla,5,0
çox yaxşı,5,0
əla,1,0
çox əhəmiyyətlidir,5,0
çox gözəl,5,0
tetbiq cox leng isleyir kart balansinida gostermir tetbiqe duzelis verilse yaxsi olar,2,0
salam mən yuklemisem ama qeydiyyatdan keçə bilmədim yazılır limit kicmisiz neçə dəfə silib yukledim eyni şeydi ne edə bilərəm,1,0
əla,5,0
əla proqramdır,5,0
mənim blokumu açın mən düz şifrəni bilirdim amma yanlış yazdım nolar açın,1,0
əla proqramdı,5,0
əla,5,0
hər bir işimə yarayır sağolun,5,1
noldu ee bu qeydiyyatdan keçə bilmirik axı dediz düzələcək duzəlmədi,5,1
gözəl,5,0
əla,5,0
çox bərbad bəzən heç bir əməliyyatı yerinə yetirmək olmur,1,0
azərbaycanda ən faydalı online xidmətlərdən biridir uzun uzadı növbələrdə dayanmağa ehtiyac yoxdur,5,0
əla,5,0
hələlikki çox superdi,5,0
yaxşı di,5,0
admin elaqe nomresi verin mene sikayet ucun 2 saatdir yemek sifariw etmiwem gelib catmiyib bu ne mesuliyyetsizlikdir,1,40
cox yaxşıdır bəyəndim allah sizden razı olsun,5,0
ədv işdəmir,2,1
cox yaxşıdlr,5,0
əla,5,0
gozel tetbiqdi bakcelle aid məlumatlari burdan oyrene bilersizbonuslar xususi gozeldi yuklemeye deyer,5,9
əladi,5,0
yaxşı ləa,5,0
ceşbek ne oldu  daha yoxdu,5,0
menim bir bank hesabım bloklanib şifrəsini unutmuşam necə aktiv edə bilərəm,3,0
qeydiyyat keçə bilmədim səhflər etdim blok oldu köməklik edərsiz,4,0
əla,5,1
vallah superdi ezyet çəkib hazırladığınız üçün çox sağ olun,5,0
fedya yahyayev hər ə,5,1
əladır,5,0
əla,5,0
əla,5,0
əladı,5,0
super əladır allah koməyinizdə dursun amin var ol azercell,5,0
proqramı yükləmək olmur,1,0
yaxşıdı amma peyk görüntüsü olsaydı əla olardı,4,0
əla,5,0
əla,5,0
çox əla proqramdı kaş xaricdədə işləyərdi,5,0
əla,5,0
ədv ilə bağlı problem yaranıb qeydiyyatdan keçdiyim halda giriş edə bilmirəm və qr kodu oxumur,1,0
gözəl kabinet azersel kabinetim,5,0
çox rahat ədvni çox sevirəm,5,0
əla,5,0
mükəmməl ,5,0
əladır,5,0
salam  proqram ədvdən qazanılan pulları çox çox gec verir hətta aylardır,1,0
əla,4,1
eladı yaxşıda sürücüləri var,5,0
əla,5,0
çox rahatdır,5,1
yaxşıdır,5,0
bu proqram gözəl olub əllərinizə saglıqaylıq paketidə sərfəlidii,5,0
əla,5,0
praqrami yuklediy ama şifrə isdeyr lakin şifrə yazirig düzgün deyil deyir xaiş edirik azercell cavab verin,1,3
əladı,4,0
uğurlar birbank çox əhəmiyyətli proqramdır,5,0
vapşe gəlmirəm atkazını elə deyir,1,4
salam gözəl,5,0
çox zeifdi,1,0
əladı,5,0
çox gözəl praqramdı möhtəşəm,5,0
eladir,5,0
cox gozel proqramdir,5,1
protiv yollara soxan seviyyesiz naviqator,1,0
proqram yükləndi amma qeydiyyatdan keçəndə kartın 16 nömrəsin yazıram pin kodduda yazıram nomreside yazıram amma düzgün deyil gelir,5,1
mükəmməl ötəsi,5,0
əla,5,0
airsoft almaq olar,5,0
qəliz və yorucu deyilhətda dəyərdimi biznes fəaliyyəti üçün əlverişli pulsuz tanıtımdır,5,0
cox yaxwi komeyliy edir super,5,0
getmediyim bir yol üçün kartimnan vəsait cixilib kimə müraciyət eliyim,5,1
ilk gündən bu yana işlətdiyim tək şəbəkə bakcelldirpesekar xidmetiniz üçün minnətdaram,5,0
ancaq yenileyin gelir ekrana ne qeder yenileyim,1,0
çox əladı rahat mən bununki yaxşı gözəl proqram hələ görməmişəm ona görədə 5 ulduz verirəm,5,0
əla,5,0
coox yaxşı,5,0
çox əla,4,19
cox ela praqramdi,5,0
cox seviyyesiz bangdi,1,0
çox gözəl və rahat bir bank dar gündə adamın əlindən tutan insan,5,0
eladı çox düz deyir beyendim,5,0
kondinsioner alıram  may ayına,5,0
əladı,5,0
gözəldi,5,0
əla,5,0
əla,5,0
səyfən programı silmişəm necə geri qaytara bilərəm içindəkiləri ədv lər yığılmışdı geri qaytarmaq mümkündür ,5,0
çox əla,5,0
cox yaxsi praqram di,5,0
mən bunu bəyəndim,5,0
çox gözəl superdi,5,0
çox gözəldir əladi,5,0
mence nomredende odenis sohbeti olsa daha yaxsi olardi ve bakikarta odenis olsaydi super olardi,5,0
əla,5,0
bir bank mobile yaranmış bir problem iki aydı həll olunmur,1,0
mənim qeydiyatım var ama girə bilmirəm server cavab vermir yazılır,1,0
zibil kimidi praqramınız birdənədə olsun lazım deyil nə çarxa girmir nə praqramın özünə girmir nəyə lazımdı mənən olsa o paraqramı çıxartmazdım,2,1
əla,5,0
əla,5,2
çox sevdim,5,0
salambir bir kart da olan ödənişlər son əməliyyatlar bölümündə göstərilmir niyə,1,0
əla,5,0
çox gözəl,5,1
kart necə yüklənir yükləyə bilmədim,1,1
başa düşmədim hər 10 gündən bir 1 man çıxırlar guya yeniləndi aydınlıq gətirsələr yaxşı olardı,1,0
hər şəy yaxşidi amma internetsiz daxil olmaq olmur mən marketdə vayfayi hardan alim,2,6
əla,5,0
şimal filialı əla xidmet,5,1
cox gözəl,5,0
yaxşı praqramdi,5,0
çox gözəldi mən sizə deyirəm,5,0
salam bunu mən yükləyə bilmedim ne qədər cəhd elirem alınmır,1,0
çox yaxşı qiymətlər sərf edicidir,5,0
rey çox pis ikinci defedirki kartddan pul çıxır amma balansa oturmurtelefon nömrelerne zeng vurursan açmır maşeyniklikle meşquldular ,1,0
əla,5,0
əlla gözəl,5,0
eladir,5,0
hədiyyə çarxı 50 gb versə daha yaxşı olar,1,0
ela praqramdi,5,0
mobile tədbiq niye açmır  yeni versiya yüklə deyir oda yoxdu necə edək ,1,3
super bir proqramdır,5,0
en la uç həcc mmc,4,0
əla,5,0
çox piss  optimizasya edin  demək olarki işləmir ,1,1
əla,5,0
çoox gözəl proqramdi hamıya tövsiyə edirəm,5,0
ela proqramdi,5,0
hər şey əladi,5,1
umumilikde proqrama daxil olarken odeniw ederksen her san qisacasi,5,0
yəni yaxşidisadece programı birazda təkmilləşdiribgirdiyin şeylərin tez açılmasını yaratsanız çoox yaxşı olardaha da böyüyəsiniz,5,1
proqram yaxşıdır amma kapital bank heç də yaxşı deyil faizləri çox yüksəkdir,5,0
gözəlllll,5,0
könüllü,5,0
bakcell əladır bəyənirəm ,5,0
banka getmədən hərşey yerində icra edirəm sadəcə super birşey,5,3
çox gözəl,2,0
cox gozel,5,0
kapital bank kimi bank yoxdu,5,0
əla,5,0
çox super,5,0
əla,5,0
əla proqramdı ,5,0
beli bizim presidentimiz sag olsunki bize bele isler teklif edir allah razi olsun allah cenab ilham eliyevden razi olsun ,1,6
cox xoşuma geldi,5,0
əla,5,0
girisde problem var 3 4 defe parolu yigandan sonra girir set olsa dehset zeif girmek olur,5,0
əla,5,0
əla,5,0
çox razı qaldıq,5,0
axtardiqini burda tapa bilersen,5,0
yeniliklər edin  xəritədə,5,0
ürəydi,5,0
əladır her şey,5,0
iş elanlarına onlayn sivi atmışam çağırsalar eala dı tapaz,5,0
çox qəşəng dir,5,0
qəsəy ,5,0
əla,5,0
əla saytdırilk və tək budurgerisi boşdur,5,1
cox gozel proqramdi,5,0
çox gözəl praqramdı,5,0
əla,5,0
əla,5,0
əla,5,0
uberə çatmaz,3,0
salam əvvəlki bundan yaxsi idi dili azərbaycan dili etmisiz amma icəridə butun əməliyatlar ingils dilindədirduzəldin bunu və mən hara girim mass kocəndə sms xabardarliqi gəlsin əbvəl gəlirdisms xəbərdarliqi proqrami guncəlləsdirdim bilmirəm sms gələcəy mass kocəndə yoxsa yox,2,24
qiymətlər ucuzdu,5,0
çox gözəldirsadece elan paylaşma limiti biraz çox olsa və kompaniyalar olsa gözəl olardıinsaallah nəzərə alınar,5,0
cox yaxsi programdi,5,0
əla,5,0
bir sözlə yaxşı ki var,5,0
çox rahatdı,5,0
salam çox bərbaddı aperatorla danışmışam şilayəti qeydə aldılar heç bur məlumat belə vermirlər deməli paket istifadə edirəm yazırsızki sosial şəbəkə məb sosial şəbəkədən istifadə edəndədə internetdən çıxır belə çıxırki mənim internetim oğurlanır şilayət etdim baxan yoxduqərara gəlmişəm ki artıq nardan istifadə etməyəcəm,1,0
çox gözəl bankdı,5,0
salam qebz vurub balans udmaq olur,5,0
əla,5,0
gözəl proqram,5,0
həqiqətən əla proqramdır,5,0
bakcell daha yaxşı olar ondansa bakcell alacam faiz verirsiniz hemde boş boşuna kontur çıxır bele program olmasada olar berbatdir,1,0
əla,5,0
bunu hazırlayana təşəkkürümü bildirirəm,5,0
rahat tətbiqdir,5,0
fin sefdi deyir,1,0
salam mən birinci dəfə bir bank tətbiqini telefonuma yüklədim amma digital kart aktiv etmək istəyirəm özümə yazır ki servis müvəqqəti olaraq bağlıdır bunun səbəbi nədir vəya nə vaxt düzələcək mənə lazım idi digital kart amma əldə edə bilmirəm,3,0
yaxşı tətbiqdirəməyinizə sağlıq,5,0
təşəkkürlər,5,0
çox yaxşı praqramdır əla süper,5,0
əla,5,0
əla,5,0
əla tədbiqdir,5,0
əla,5,0
əla,4,0
proqrama giris edib sonra bawqa bir proqrama girib yeniden abb ye girende proqram parol istemir ve bu da tehlukesizlik baximinnan duzgun deyil,5,1
çox gözəl,5,0
praqramı açmır balansı göstərmir ves bir sözlə yaxşı işləmir,1,0
çox pisdi heşnə eləmək olmur,1,1
gözəl,5,0
şirkətlərə də giriş olsaydı çox əla olardı,5,0
əla,5,0
salammənim bir bankim bloka dusubnecə və niyə bilmirəmnecə istifadə edə bilərəm,3,0
əla praqradı,5,0
tez və rahat,5,2
tedbiqe guncellenme verib zayini cixarmisiz gul kimi isleyirdi indi firlana firlana qalib hansi yaxinim tanisim var istifade eden hec kesde islemir,3,0
əla,5,0
güzəldi,5,0
əla,4,5
super səf eləyir,5,0
istifade qaydasi necedi,5,0
buna nolub yenə açmır,1,1
yaxşı,5,0
bunnan artiq olmayacagki pragraminiz,1,0
birbankhärzamanyaninizdadisizinbankkapitalbankazärbaycaninbirincibankihärzamanhäransizinlädisizinolduğnuzyaşadağnizyerdädirhärzamankapitalbankkapitalbank,5,0
mükəmməl ,5,1
tam kart kimi cibgir kulturnu oğru yaradıcısı olan bank abb,1,0
çox rahat isdifadə etməy olur,5,0
cooxx bərbad bir tətbiqdir o boyda bank olasan düzgün işləyən ne tətbiqi varne de çağrı mərkəzikapital banka baxın və utanın heyif ki maaş kartim sizin bankdandiryoxsa könüllü olaraq bu bankı seçmək ağılsızlıq olardı,1,0
super yaxşıdır amma mənə girəndə proqram deyir nömrə qara siyahıya salınıb,5,1
lazim olanda islemir bu praqrami duzeldinde butun adam eseb olur,1,1
əla,5,0
yarım saatdır qeydiyyatdan keçə bilmirəm fin kodu və əlaqə nömrəsini düzgün yazdığım halda əməliyyat başa çatdırıla bilmir nə etməliyəm indi mən,1,25
salam cox sərfəli olsada kartla odənislərdə problem yasanilir suruculər sifarisi ləvg edir,3,0
başım çıxmır yükləmişəm düzelde bilmirem amma onu bilireki çox gözeldi,5,0
əla,5,0
bezen sekiler cox gec yuklenir bezen yuklenmir nedenola biler qalanher sey eladi,5,4
salam bu tetbiqle butun ödənişlərini edirem ve onlayn mehsul aliram ancaq kredit limitini az mebleqde verir cox mebleg olsa cox mehsul almaq olar,4,1
gozel,5,0
ela proqramdi,5,0
qəşəy broqramdi ənvər gaga internetsiz,4,0
basqa telefonda eyni yolu eyni vaxtda birinde 7 manat gosderir birinde 1170 allah belavizi versin en elasi 2111,1,0
salam həqiqətən cox gözəl bəyəndim,5,0
yaxşı,3,0
pis deyil,5,0
daha sərfəlidi heç bi kod yığmadan balansda artırmağ olur kreditdə almağ olur bir söznən əla,5,4
azercell in temiz zayi cixib daha  ne interneti düz əməlli işləmir dunen 10 manatdiq paket gotdum sabah hemin paketi 50 endirimle teklif edir indi gel soymede,1,0
çox gözəl proqramdır hamıya tövsiyyə edirəm,5,0
əla süpər qəşəy 100000000000ğ000000000 ulduz,5,3
eladi ancaq bir elani en azi 2 defe yukleye bilsem cox daha gozel olar,5,1
pis deyil,1,3
hər şey super bidene nfc pay da quraşdirilsa tədbiqetmədə vabşe super olar,5,0
təşəkkürlər,5,0
məndə niyə yenilemir axı silim tezede yukledim yenə köhnə versiyasidi,5,0
yüksek xidmetinizden çox razıyambütün banklardan keyfiyyetli ve serfeli xidmet,5,3
əla bir tətbiqdi,5,0
2 gündü tətbiqə girirəm server cavab vermir yazır amma hesabıma başqa telefondan girirəm açır,1,1
ela çox gözəldir,5,0
əla bunun kartın çıxarmaq olmur alış veriş etmək üçün,5,0
əla,5,0
könüllü,5,0
bu başqa məsələ,5,0
çox super,5,0
əla,5,0
çox gözeldii,5,0
əla,5,0
əla,5,0
süper bir mobil tətbiqhər kəsə tövsiyyə edirəm,5,0
yaxşıdır pis deyil,5,0
cox gozel proqramdiher sey eladi sadece bezi hallarda sol evezine saq deyir guman ediremki oda tezlikle duzelecek emeyi olanlara cox tesekkurler,5,0
əla,5,0
prablemsiz işləyir,5,0
bəyəndim yeni tətbiq sürətli işləyir,5,0
əla,5,2
niyə işləmirrr ,1,3
mükəmməl ,5,0
əladır,5,0
əla,5,0
əla,5,0
əla davam,5,1
əla,5,0
girirəm yazirki root olunmus cihazlarda işləmir cox pisdi ,1,4
bu ne tedbiqdi bildiriw gelirki odemeni burdan edin bonus qazanin ama hec bir odeme elemek mumkun olmur internete pul odemek isteyirem yazirki aboneci kodu tapilmadi kontut gindermek istiyirem deyir bele bir istifadeci yoxdu ne iwe yariyir bes bu proqram,1,0
əla,5,0
super tetbiq,5,0
əla,5,0
cox yaxşıdır maraqlıdır əyləncəliidir,5,14
eladir,5,0
salam bu promokudu 2006r yazib size 6 manat gelecek nolar bu yalan deyir,5,2
süper mükəmməl,5,0
bir bank açmır köməklik ederdiz,1,0
əla,4,0
hər şey yaxşıdıbircə birkart haqqında da məlumat olsa yaxşı olarnə qədər borc var nəyə nə qədər faiz gəlibbuda olsa yaxşı olar,3,0
niyə girmir proqram,5,0
azercell kabin,5,0
pis deyil,5,0
super proqramdır ancaq ki ən azından həftə sonuna surəti 512 kbsan surətdə çoxaldılması isdərdim,5,2
əla dı,5,0
işləmir praqram,1,0
əladı bəyəndim məsləhətdi yükləməy istiyənlərə,5,0
əla proqramdır,5,0
çox superdi beyəndim,5,0
çox gözəl tətbiqdir düzəkdənlərin əlinə sağlıq,5,0
bombadiamma bir neferin qoydugunu tapa bilmiremyaxsidi amma herden gicliyi tutur,5,2
girmək olmur,5,0
əla,5,0
əla alqı satqı saytıdır,5,0
yeni tətbiq likeee,5,0
çox sağolun yaxşı proqramdır,5,0
əla,5,0
təşəkkürlər bolt,4,0
əla xidmətdi,5,0
astara filialı təşəkkürlər nahid bəy,5,1
əla,5,0
çox super,5,0
cox pis ve axir tetdbiqdi giris eden zaman cox donma olur gec girir proqrama,1,3
əladi çox rahatdi gözəldi,5,0
zaqatalaya kart çatdırılma yoxdur çox təəssüf,1,0
eladir,5,2
çox bərbaddı köhnə proqram bundan daha əlverişli idibunda gecikmə yalnışlıq texniki problemlər baş alıb gedir,1,0
texnologiyanın gözəl təcəssümüdür,5,0
əla,5,0
əla,5,0
super tedbikdir,5,0
gozel,5,0
əla,5,1
bank kartı olmadan necə pul yükləmək olar,1,0
yaxşı dir,5,0
burda öz paylaşdigim maşınin girib ünvanın dəyişə bilmirəm şəxsi səhifə olmalıdı burdabelke biri nəsə əlavə etmək istyr,1,0
axır vaxtlar açmır odenis ede bilmirem,2,0
salam nara sualım var mən 15gun bunan qabaq kontur yukləmisən amma indi nömrəm iki tərəfli bağlanıbniyə ,1,0
əla,5,0
cox gozel həm isti catdirir hemde lezzetli tovsiye edirem yukleyin pesman olmayassiz her hefte teze teze menyular gelir,5,2
çox gozel,5,0
əla,5,1
qeydiyyat olmaq olmur,1,0
super proqramdi,5,0
könüllü,5,0
əladı super tövsiyə edirəm,5,0
əla super çox yararlıdır,5,0
salammen maas kartimin muddeti bitdiyi ucun deyisdim yeni kartimla bu proqmadan qeydiyyatdan kece bilmir kihesabima pul kocduyunu izleyim ve lazimi odenisler edimkohne kartla cox rahat isdifade ede bilrdimmumkunse meslehet vererdinizonceden twk,1,1
mende nida  düşür neden olar ,1,2
cox beyenirem ne zaman istəsək problemsiz səkildə elan yerlesdire bilirik,5,0
əla a,5,0
deyinki sizə apa yoxdu bilək ya şifrə yalnışdı yada kabnetimiş 15 dəqiqəlik blokdu şifrə siz göndərirsiniz biz yazırıq sizə gedib çatınca şifrəni yolda dəyişirlər heç bir ulduza heyifdi,1,0
yaxsi,5,7
əla bəyəndim,5,0
super bir proqramdır,5,0
mükənməl ,5,0
məncə təqdirə layiqdir,5,0
salam diger karta kocurme ede bilmirem parolisteyir parolda nomreme gelmir,4,0
yüklənməs cətin,5,0
yaxşı sürücü,5,1
salam men raziyam 5gundenbir olsa daha yaxsi olar,1,0
son dərəcə mükəmməl,5,0
könüllü,5,0
mükəmməl,5,0
əla,5,0
əla,5,0
yaxşı,4,1
yaxsi,5,0
superdi tövsiyə edirəm,5,0
əla,5,0
zordu qaqam davamı gəlsin,5,0
